date,vaccine,total_vaccinations,location
2021-06-21,Pfizer/BioNTech,1421465,Lithuania
2021-06-22,Johnson&Johnson,89078,Lithuania
2021-06-22,Moderna,196035,Lithuania
2021-06-22,Oxford/AstraZeneca,411940,Lithuania
2021-06-22,Pfizer/BioNTech,1439170,Lithuania
2021-06-23,Pfizer/BioNTech,1458380,Lithuania
2021-06-23,Oxford/AstraZeneca,419375,Lithuania
2021-06-23,Johnson&Johnson,89230,Lithuania
2021-06-23,Moderna,196824,Lithuania
2021-06-24,Johnson&Johnson,89500,Lithuania
2021-06-24,Moderna,196899,Lithuania
2021-06-24,Oxford/AstraZeneca,419757,Lithuania
2021-06-24,Pfizer/BioNTech,1468032,Lithuania
2021-06-25,Johnson&Johnson,90370,Lithuania
2021-06-25,Moderna,198595,Lithuania
2021-06-25,Oxford/AstraZeneca,422175,Lithuania
2021-06-25,Pfizer/BioNTech,1492415,Lithuania
2021-06-26,Pfizer/BioNTech,1500281,Lithuania
2021-06-26,Oxford/AstraZeneca,422481,Lithuania
2021-06-26,Moderna,198827,Lithuania
2021-06-26,Johnson&Johnson,90410,Lithuania
2021-06-27,Johnson&Johnson,90556,Lithuania
2021-06-27,Moderna,198881,Lithuania
2021-06-27,Oxford/AstraZeneca,422545,Lithuania
2021-06-27,Pfizer/BioNTech,1506309,Lithuania
2021-06-28,Johnson&Johnson,91310,Lithuania
2021-06-28,Moderna,200845,Lithuania
2021-06-28,Oxford/AstraZeneca,429355,Lithuania
2021-06-28,Pfizer/BioNTech,1517104,Lithuania
2021-06-29,Pfizer/BioNTech,1531082,Lithuania
2021-06-29,Oxford/AstraZeneca,437342,Lithuania
2021-06-29,Moderna,202456,Lithuania
2021-06-29,Johnson&Johnson,94018,Lithuania
2021-06-30,Johnson&Johnson,97510,Lithuania
2021-06-30,Moderna,203798,Lithuania
2021-06-30,Oxford/AstraZeneca,444066,Lithuania
2021-06-30,Pfizer/BioNTech,1544691,Lithuania
2021-07-01,Johnson&Johnson,100372,Lithuania
2021-07-01,Moderna,205058,Lithuania
2021-07-01,Oxford/AstraZeneca,447563,Lithuania
2021-07-01,Pfizer/BioNTech,1555720,Lithuania
2021-07-02,Pfizer/BioNTech,1567504,Lithuania
2021-07-02,Oxford/AstraZeneca,452943,Lithuania
2021-07-02,Moderna,206286,Lithuania
2021-07-02,Johnson&Johnson,102856,Lithuania
2021-07-03,Johnson&Johnson,103758,Lithuania
2021-07-03,Moderna,206554,Lithuania
2021-07-03,Oxford/AstraZeneca,453678,Lithuania
2021-07-03,Pfizer/BioNTech,1571744,Lithuania
2021-07-04,Johnson&Johnson,104160,Lithuania
2021-07-04,Moderna,206570,Lithuania
2021-07-04,Oxford/AstraZeneca,453736,Lithuania
2021-07-04,Pfizer/BioNTech,1571921,Lithuania
2021-07-05,Pfizer/BioNTech,1576937,Lithuania
2021-07-05,Oxford/AstraZeneca,459860,Lithuania
2021-07-05,Johnson&Johnson,105770,Lithuania
2021-07-05,Moderna,207670,Lithuania
2021-07-06,Johnson&Johnson,106330,Lithuania
2021-07-06,Moderna,207839,Lithuania
2021-07-06,Oxford/AstraZeneca,460097,Lithuania
2021-07-06,Pfizer/BioNTech,1580943,Lithuania
2021-07-07,Johnson&Johnson,109688,Lithuania
2021-07-07,Moderna,208875,Lithuania
2021-07-07,Oxford/AstraZeneca,462394,Lithuania
2021-07-07,Pfizer/BioNTech,1592144,Lithuania
2021-07-08,Pfizer/BioNTech,1602992,Lithuania
2021-07-08,Oxford/AstraZeneca,465826,Lithuania
2021-07-08,Moderna,209468,Lithuania
2021-07-08,Johnson&Johnson,113820,Lithuania
2021-07-09,Johnson&Johnson,116806,Lithuania
2021-07-09,Moderna,210363,Lithuania
2021-07-09,Oxford/AstraZeneca,469045,Lithuania
2021-07-09,Pfizer/BioNTech,1611809,Lithuania
2021-07-10,Johnson&Johnson,119700,Lithuania
2021-07-10,Moderna,210583,Lithuania
2021-07-10,Oxford/AstraZeneca,470665,Lithuania
2021-07-10,Pfizer/BioNTech,1612657,Lithuania
2021-07-11,Pfizer/BioNTech,1612735,Lithuania
2021-07-11,Oxford/AstraZeneca,470729,Lithuania
2021-07-11,Moderna,210612,Lithuania
2021-07-11,Johnson&Johnson,119938,Lithuania
2021-07-12,Johnson&Johnson,121592,Lithuania
2021-07-12,Moderna,211940,Lithuania
2021-07-12,Oxford/AstraZeneca,475093,Lithuania
2021-07-12,Pfizer/BioNTech,1617751,Lithuania
2021-07-13,Johnson&Johnson,124478,Lithuania
2021-07-13,Moderna,212316,Lithuania
2021-07-13,Oxford/AstraZeneca,477064,Lithuania
2021-07-13,Pfizer/BioNTech,1623866,Lithuania
2021-07-14,Pfizer/BioNTech,1629702,Lithuania
2021-07-14,Oxford/AstraZeneca,478285,Lithuania
2021-07-14,Moderna,212878,Lithuania
2021-07-14,Johnson&Johnson,126828,Lithuania
2021-07-15,Johnson&Johnson,132488,Lithuania
2021-07-15,Moderna,213845,Lithuania
2021-07-15,Oxford/AstraZeneca,480031,Lithuania
2021-07-15,Pfizer/BioNTech,1634978,Lithuania
2021-07-16,Johnson&Johnson,137254,Lithuania
2021-07-16,Moderna,214399,Lithuania
2021-07-16,Oxford/AstraZeneca,482778,Lithuania
2021-07-16,Pfizer/BioNTech,1641778,Lithuania
2021-07-17,Pfizer/BioNTech,1643507,Lithuania
2021-07-17,Oxford/AstraZeneca,483212,Lithuania
2021-07-17,Moderna,214795,Lithuania
2021-07-17,Johnson&Johnson,138394,Lithuania
2021-07-18,Johnson&Johnson,138710,Lithuania
2021-07-18,Moderna,214915,Lithuania
2021-07-18,Oxford/AstraZeneca,483267,Lithuania
2021-07-18,Pfizer/BioNTech,1644703,Lithuania
2021-07-19,Johnson&Johnson,140330,Lithuania
2021-07-19,Moderna,215968,Lithuania
2021-07-19,Oxford/AstraZeneca,486992,Lithuania
2021-07-19,Pfizer/BioNTech,1649996,Lithuania
2021-07-20,Pfizer/BioNTech,1657388,Lithuania
2021-07-20,Moderna,216625,Lithuania
2021-07-20,Johnson&Johnson,143822,Lithuania
2021-07-20,Oxford/AstraZeneca,488723,Lithuania
2021-07-21,Johnson&Johnson,145334,Lithuania
2021-07-21,Moderna,217196,Lithuania
2021-07-21,Oxford/AstraZeneca,490291,Lithuania
2021-07-21,Pfizer/BioNTech,1667514,Lithuania
2021-07-22,Pfizer/BioNTech,1680318,Lithuania
2021-07-22,Johnson&Johnson,148428,Lithuania
2021-07-22,Moderna,218153,Lithuania
2021-07-22,Oxford/AstraZeneca,491896,Lithuania
2021-07-23,Pfizer/BioNTech,1691685,Lithuania
2021-07-23,Oxford/AstraZeneca,493665,Lithuania
2021-07-23,Moderna,219185,Lithuania
2021-07-23,Johnson&Johnson,151974,Lithuania
2021-07-24,Pfizer/BioNTech,1694222,Lithuania
2021-07-24,Johnson&Johnson,153224,Lithuania
2021-07-24,Moderna,219408,Lithuania
2021-07-24,Oxford/AstraZeneca,494157,Lithuania
2021-07-25,Moderna,219577,Lithuania
2021-07-25,Oxford/AstraZeneca,494310,Lithuania
2021-07-25,Johnson&Johnson,154450,Lithuania
2021-07-25,Pfizer/BioNTech,1694738,Lithuania
2021-07-26,Pfizer/BioNTech,1706211,Lithuania
2021-07-26,Oxford/AstraZeneca,496592,Lithuania
2021-07-26,Moderna,220655,Lithuania
2021-07-26,Johnson&Johnson,157050,Lithuania
2021-07-27,Johnson&Johnson,159020,Lithuania
2021-07-27,Moderna,221356,Lithuania
2021-07-27,Oxford/AstraZeneca,499303,Lithuania
2021-07-27,Pfizer/BioNTech,1716899,Lithuania
2021-07-28,Johnson&Johnson,159568,Lithuania
2021-07-28,Moderna,222370,Lithuania
2021-07-28,Oxford/AstraZeneca,501695,Lithuania
2021-07-28,Pfizer/BioNTech,1730024,Lithuania
2021-07-29,Pfizer/BioNTech,1746917,Lithuania
2021-07-29,Oxford/AstraZeneca,503846,Lithuania
2021-07-29,Moderna,223829,Lithuania
2021-07-29,Johnson&Johnson,160504,Lithuania
2021-07-30,Johnson&Johnson,162034,Lithuania
2021-07-30,Moderna,224457,Lithuania
2021-07-30,Oxford/AstraZeneca,507728,Lithuania
2021-07-30,Pfizer/BioNTech,1757891,Lithuania
2021-07-31,Johnson&Johnson,163818,Lithuania
2021-07-31,Moderna,224567,Lithuania
2021-07-31,Oxford/AstraZeneca,510652,Lithuania
2021-07-31,Pfizer/BioNTech,1760242,Lithuania
2021-08-01,Pfizer/BioNTech,1760520,Lithuania
2021-08-01,Oxford/AstraZeneca,512780,Lithuania
2021-08-01,Johnson&Johnson,164526,Lithuania
2021-08-01,Moderna,224655,Lithuania
2021-08-02,Johnson&Johnson,166480,Lithuania
2021-08-02,Moderna,225959,Lithuania
2021-08-02,Oxford/AstraZeneca,517996,Lithuania
2021-08-02,Pfizer/BioNTech,1768993,Lithuania
2021-08-03,Johnson&Johnson,168234,Lithuania
2021-08-03,Moderna,226688,Lithuania
2021-08-03,Oxford/AstraZeneca,519219,Lithuania
2021-08-03,Pfizer/BioNTech,1778934,Lithuania
2021-08-04,Moderna,227455,Lithuania
2021-08-04,Pfizer/BioNTech,1789405,Lithuania
2021-08-04,Johnson&Johnson,175318,Lithuania
2021-08-04,Oxford/AstraZeneca,520213,Lithuania
2021-08-05,Johnson&Johnson,196034,Lithuania
2021-08-05,Moderna,228375,Lithuania
2021-08-05,Oxford/AstraZeneca,521366,Lithuania
2021-08-05,Pfizer/BioNTech,1802305,Lithuania
2021-08-06,Oxford/AstraZeneca,522457,Lithuania
2021-08-06,Johnson&Johnson,213142,Lithuania
2021-08-06,Moderna,229256,Lithuania
2021-08-06,Pfizer/BioNTech,1814862,Lithuania
2021-08-07,Pfizer/BioNTech,1816450,Lithuania
2021-08-07,Oxford/AstraZeneca,522833,Lithuania
2021-08-07,Moderna,229692,Lithuania
2021-08-07,Johnson&Johnson,221348,Lithuania
2021-08-08,Johnson&Johnson,223022,Lithuania
2021-08-08,Moderna,229795,Lithuania
2021-08-08,Oxford/AstraZeneca,522871,Lithuania
2021-08-08,Pfizer/BioNTech,1816672,Lithuania
2021-08-09,Johnson&Johnson,235074,Lithuania
2021-08-09,Moderna,230898,Lithuania
2021-08-09,Oxford/AstraZeneca,523674,Lithuania
2021-08-09,Pfizer/BioNTech,1826713,Lithuania
2021-08-10,Pfizer/BioNTech,1836714,Lithuania
2021-08-10,Oxford/AstraZeneca,524248,Lithuania
2021-08-10,Johnson&Johnson,245746,Lithuania
2021-08-10,Moderna,231347,Lithuania
2021-08-11,Johnson&Johnson,255050,Lithuania
2021-08-11,Moderna,231981,Lithuania
2021-08-11,Oxford/AstraZeneca,525089,Lithuania
2021-08-11,Pfizer/BioNTech,1848486,Lithuania
2021-08-12,Johnson&Johnson,266612,Lithuania
2021-08-12,Moderna,233068,Lithuania
2021-08-12,Oxford/AstraZeneca,525610,Lithuania
2021-08-12,Pfizer/BioNTech,1863852,Lithuania
2021-08-13,Pfizer/BioNTech,1877793,Lithuania
2021-08-13,Oxford/AstraZeneca,526119,Lithuania
2021-08-13,Moderna,233599,Lithuania
2021-08-13,Johnson&Johnson,275810,Lithuania
2021-08-14,Johnson&Johnson,278704,Lithuania
2021-08-14,Moderna,233749,Lithuania
2021-08-14,Oxford/AstraZeneca,526201,Lithuania
2021-08-14,Pfizer/BioNTech,1879786,Lithuania
2021-08-15,Johnson&Johnson,279690,Lithuania
2021-08-15,Moderna,233808,Lithuania
2021-08-15,Oxford/AstraZeneca,526233,Lithuania
2021-08-15,Pfizer/BioNTech,1880068,Lithuania
2021-08-16,Pfizer/BioNTech,1893868,Lithuania
2021-08-16,Oxford/AstraZeneca,526692,Lithuania
2021-08-16,Moderna,235222,Lithuania
2021-08-16,Johnson&Johnson,288486,Lithuania
2021-08-17,Johnson&Johnson,293824,Lithuania
2021-08-17,Moderna,236064,Lithuania
2021-08-17,Oxford/AstraZeneca,527036,Lithuania
2021-08-17,Pfizer/BioNTech,1907044,Lithuania
2021-08-18,Johnson&Johnson,303904,Lithuania
2021-08-18,Moderna,236870,Lithuania
2021-08-18,Oxford/AstraZeneca,527461,Lithuania
2021-08-18,Pfizer/BioNTech,1922717,Lithuania
2021-08-19,Moderna,238014,Lithuania
2021-08-19,Oxford/AstraZeneca,527797,Lithuania
2021-08-19,Johnson&Johnson,310750,Lithuania
2021-08-19,Pfizer/BioNTech,1940895,Lithuania
