location,date,vaccine,total_vaccinations
Latvia,2021-06-21,Oxford/AstraZeneca,268214
Latvia,2021-06-21,Pfizer/BioNTech,579730
Latvia,2021-06-22,Johnson&Johnson,51465
Latvia,2021-06-22,Moderna,195687
Latvia,2021-06-22,Oxford/AstraZeneca,269286
Latvia,2021-06-22,Pfizer/BioNTech,586313
Latvia,2021-06-23,Johnson&Johnson,51593
Latvia,2021-06-23,Moderna,195723
Latvia,2021-06-23,Oxford/AstraZeneca,269288
Latvia,2021-06-23,Pfizer/BioNTech,586489
Latvia,2021-06-24,Johnson&Johnson,51603
Latvia,2021-06-24,Moderna,195742
Latvia,2021-06-24,Oxford/AstraZeneca,269293
Latvia,2021-06-24,Pfizer/BioNTech,586550
Latvia,2021-06-25,Johnson&Johnson,51930
Latvia,2021-06-25,Moderna,197024
Latvia,2021-06-25,Oxford/AstraZeneca,269432
Latvia,2021-06-25,Pfizer/BioNTech,587801
Latvia,2021-06-26,Johnson&Johnson,52540
Latvia,2021-06-26,Moderna,197256
Latvia,2021-06-26,Oxford/AstraZeneca,270573
Latvia,2021-06-26,Pfizer/BioNTech,589030
Latvia,2021-06-27,Johnson&Johnson,53011
Latvia,2021-06-27,Moderna,197416
Latvia,2021-06-27,Oxford/AstraZeneca,271807
Latvia,2021-06-27,Pfizer/BioNTech,589438
Latvia,2021-06-28,Johnson&Johnson,54317
Latvia,2021-06-28,Moderna,199773
Latvia,2021-06-28,Oxford/AstraZeneca,274869
Latvia,2021-06-28,Pfizer/BioNTech,598228
Latvia,2021-06-29,Johnson&Johnson,56169
Latvia,2021-06-29,Moderna,202005
Latvia,2021-06-29,Oxford/AstraZeneca,276965
Latvia,2021-06-29,Pfizer/BioNTech,606455
Latvia,2021-06-30,Johnson&Johnson,58098
Latvia,2021-06-30,Moderna,203780
Latvia,2021-06-30,Oxford/AstraZeneca,279773
Latvia,2021-06-30,Pfizer/BioNTech,614666
Latvia,2021-07-01,Johnson&Johnson,59762
Latvia,2021-07-01,Moderna,205567
Latvia,2021-07-01,Oxford/AstraZeneca,281002
Latvia,2021-07-01,Pfizer/BioNTech,621747
Latvia,2021-07-02,Johnson&Johnson,61731
Latvia,2021-07-02,Moderna,208103
Latvia,2021-07-02,Oxford/AstraZeneca,282288
Latvia,2021-07-02,Pfizer/BioNTech,628365
Latvia,2021-07-03,Johnson&Johnson,63317
Latvia,2021-07-03,Moderna,208930
Latvia,2021-07-03,Oxford/AstraZeneca,284744
Latvia,2021-07-03,Pfizer/BioNTech,632113
Latvia,2021-07-04,Johnson&Johnson,64149
Latvia,2021-07-04,Moderna,209057
Latvia,2021-07-04,Oxford/AstraZeneca,284775
Latvia,2021-07-04,Pfizer/BioNTech,633350
Latvia,2021-07-05,Johnson&Johnson,65689
Latvia,2021-07-05,Moderna,210138
Latvia,2021-07-05,Oxford/AstraZeneca,285246
Latvia,2021-07-05,Pfizer/BioNTech,637964
Latvia,2021-07-06,Johnson&Johnson,67740
Latvia,2021-07-06,Moderna,210714
Latvia,2021-07-06,Oxford/AstraZeneca,285811
Latvia,2021-07-06,Pfizer/BioNTech,643648
Latvia,2021-07-07,Johnson&Johnson,70292
Latvia,2021-07-07,Moderna,211353
Latvia,2021-07-07,Oxford/AstraZeneca,286432
Latvia,2021-07-07,Pfizer/BioNTech,650003
Latvia,2021-07-08,Johnson&Johnson,72281
Latvia,2021-07-08,Moderna,211827
Latvia,2021-07-08,Oxford/AstraZeneca,286889
Latvia,2021-07-08,Pfizer/BioNTech,655746
Latvia,2021-07-09,Johnson&Johnson,74813
Latvia,2021-07-09,Moderna,212356
Latvia,2021-07-09,Oxford/AstraZeneca,289108
Latvia,2021-07-09,Pfizer/BioNTech,661774
Latvia,2021-07-10,Johnson&Johnson,76446
Latvia,2021-07-10,Moderna,213145
Latvia,2021-07-10,Oxford/AstraZeneca,291421
Latvia,2021-07-10,Pfizer/BioNTech,665050
Latvia,2021-07-11,Johnson&Johnson,77364
Latvia,2021-07-11,Moderna,213315
Latvia,2021-07-11,Oxford/AstraZeneca,291599
Latvia,2021-07-11,Pfizer/BioNTech,665831
Latvia,2021-07-12,Johnson&Johnson,79026
Latvia,2021-07-12,Moderna,214146
Latvia,2021-07-12,Oxford/AstraZeneca,291884
Latvia,2021-07-12,Pfizer/BioNTech,669526
Latvia,2021-07-13,Johnson&Johnson,81164
Latvia,2021-07-13,Moderna,214562
Latvia,2021-07-13,Oxford/AstraZeneca,292115
Latvia,2021-07-13,Pfizer/BioNTech,673375
Latvia,2021-07-14,Johnson&Johnson,83487
Latvia,2021-07-14,Moderna,215215
Latvia,2021-07-14,Oxford/AstraZeneca,292391
Latvia,2021-07-14,Pfizer/BioNTech,676005
Latvia,2021-07-15,Johnson&Johnson,85172
Latvia,2021-07-15,Moderna,215814
Latvia,2021-07-15,Oxford/AstraZeneca,292621
Latvia,2021-07-15,Pfizer/BioNTech,678277
Latvia,2021-07-16,Johnson&Johnson,87152
Latvia,2021-07-16,Moderna,216369
Latvia,2021-07-16,Oxford/AstraZeneca,292725
Latvia,2021-07-16,Pfizer/BioNTech,681299
Latvia,2021-07-17,Johnson&Johnson,88732
Latvia,2021-07-17,Moderna,216559
Latvia,2021-07-17,Oxford/AstraZeneca,292779
Latvia,2021-07-17,Pfizer/BioNTech,683114
Latvia,2021-07-18,Johnson&Johnson,89149
Latvia,2021-07-18,Moderna,216705
Latvia,2021-07-18,Oxford/AstraZeneca,292786
Latvia,2021-07-18,Pfizer/BioNTech,683804
Latvia,2021-07-19,Johnson&Johnson,90340
Latvia,2021-07-19,Moderna,216993
Latvia,2021-07-19,Oxford/AstraZeneca,292809
Latvia,2021-07-19,Pfizer/BioNTech,687390
Latvia,2021-07-20,Johnson&Johnson,91598
Latvia,2021-07-20,Moderna,217462
Latvia,2021-07-20,Oxford/AstraZeneca,293011
Latvia,2021-07-20,Pfizer/BioNTech,692243
Latvia,2021-07-21,Johnson&Johnson,93025
Latvia,2021-07-21,Moderna,217798
Latvia,2021-07-21,Oxford/AstraZeneca,293160
Latvia,2021-07-21,Pfizer/BioNTech,697688
Latvia,2021-07-22,Johnson&Johnson,94258
Latvia,2021-07-22,Moderna,218041
Latvia,2021-07-22,Oxford/AstraZeneca,293337
Latvia,2021-07-22,Pfizer/BioNTech,702566
Latvia,2021-07-23,Johnson&Johnson,95233
Latvia,2021-07-23,Moderna,218296
Latvia,2021-07-23,Oxford/AstraZeneca,293391
Latvia,2021-07-23,Pfizer/BioNTech,707534
Latvia,2021-07-24,Johnson&Johnson,96293
Latvia,2021-07-24,Moderna,218619
Latvia,2021-07-24,Oxford/AstraZeneca,293398
Latvia,2021-07-24,Pfizer/BioNTech,710860
Latvia,2021-07-25,Johnson&Johnson,96548
Latvia,2021-07-25,Moderna,218650
Latvia,2021-07-25,Oxford/AstraZeneca,293399
Latvia,2021-07-25,Pfizer/BioNTech,711924
Latvia,2021-07-26,Johnson&Johnson,97180
Latvia,2021-07-26,Moderna,219018
Latvia,2021-07-26,Oxford/AstraZeneca,293478
Latvia,2021-07-26,Pfizer/BioNTech,716533
Latvia,2021-07-27,Johnson&Johnson,97776
Latvia,2021-07-27,Moderna,219527
Latvia,2021-07-27,Oxford/AstraZeneca,293542
Latvia,2021-07-27,Pfizer/BioNTech,721611
Latvia,2021-07-28,Johnson&Johnson,98380
Latvia,2021-07-28,Moderna,220136
Latvia,2021-07-28,Oxford/AstraZeneca,293584
Latvia,2021-07-28,Pfizer/BioNTech,727285
Latvia,2021-07-29,Johnson&Johnson,99008
Latvia,2021-07-29,Moderna,220522
Latvia,2021-07-29,Oxford/AstraZeneca,293613
Latvia,2021-07-29,Pfizer/BioNTech,731733
Latvia,2021-07-30,Johnson&Johnson,99555
Latvia,2021-07-30,Moderna,221182
Latvia,2021-07-30,Oxford/AstraZeneca,293655
Latvia,2021-07-30,Pfizer/BioNTech,737349
Latvia,2021-07-31,Johnson&Johnson,100218
Latvia,2021-07-31,Moderna,221355
Latvia,2021-07-31,Oxford/AstraZeneca,293670
Latvia,2021-07-31,Pfizer/BioNTech,740314
Latvia,2021-08-01,Johnson&Johnson,100543
Latvia,2021-08-01,Moderna,221404
Latvia,2021-08-01,Oxford/AstraZeneca,293672
Latvia,2021-08-01,Pfizer/BioNTech,741325
Latvia,2021-08-02,Johnson&Johnson,101194
Latvia,2021-08-02,Moderna,221686
Latvia,2021-08-02,Oxford/AstraZeneca,293692
Latvia,2021-08-02,Pfizer/BioNTech,745170
Latvia,2021-08-03,Johnson&Johnson,102099
Latvia,2021-08-03,Moderna,222053
Latvia,2021-08-03,Oxford/AstraZeneca,293694
Latvia,2021-08-03,Pfizer/BioNTech,750189
Latvia,2021-08-04,Johnson&Johnson,102901
Latvia,2021-08-04,Moderna,222448
Latvia,2021-08-04,Oxford/AstraZeneca,293709
Latvia,2021-08-04,Pfizer/BioNTech,755378
Latvia,2021-08-05,Johnson&Johnson,103398
Latvia,2021-08-05,Moderna,222715
Latvia,2021-08-05,Oxford/AstraZeneca,293715
Latvia,2021-08-05,Pfizer/BioNTech,759788
Latvia,2021-08-06,Johnson&Johnson,104224
Latvia,2021-08-06,Moderna,223138
Latvia,2021-08-06,Oxford/AstraZeneca,293736
Latvia,2021-08-06,Pfizer/BioNTech,765012
Latvia,2021-08-07,Johnson&Johnson,105563
Latvia,2021-08-07,Moderna,223243
Latvia,2021-08-07,Oxford/AstraZeneca,293739
Latvia,2021-08-07,Pfizer/BioNTech,767672
Latvia,2021-08-08,Johnson&Johnson,105859
Latvia,2021-08-08,Moderna,223266
Latvia,2021-08-08,Oxford/AstraZeneca,293740
Latvia,2021-08-08,Pfizer/BioNTech,768424
Latvia,2021-08-09,Johnson&Johnson,106143
Latvia,2021-08-09,Moderna,223519
Latvia,2021-08-09,Oxford/AstraZeneca,293746
Latvia,2021-08-09,Pfizer/BioNTech,772604
Latvia,2021-08-10,Johnson&Johnson,106627
Latvia,2021-08-10,Moderna,223921
Latvia,2021-08-10,Oxford/AstraZeneca,293785
Latvia,2021-08-10,Pfizer/BioNTech,777638
Latvia,2021-08-11,Johnson&Johnson,107218
Latvia,2021-08-11,Moderna,224353
Latvia,2021-08-11,Oxford/AstraZeneca,293828
Latvia,2021-08-11,Pfizer/BioNTech,784062
Latvia,2021-08-12,Johnson&Johnson,107513
Latvia,2021-08-12,Moderna,225065
Latvia,2021-08-12,Oxford/AstraZeneca,293856
Latvia,2021-08-12,Pfizer/BioNTech,788222
Latvia,2021-08-13,Johnson&Johnson,107951
Latvia,2021-08-13,Moderna,225675
Latvia,2021-08-13,Oxford/AstraZeneca,293871
Latvia,2021-08-13,Pfizer/BioNTech,793630
Latvia,2021-08-14,Johnson&Johnson,108264
Latvia,2021-08-14,Moderna,225808
Latvia,2021-08-14,Oxford/AstraZeneca,293877
Latvia,2021-08-14,Pfizer/BioNTech,796964
Latvia,2021-08-15,Johnson&Johnson,108352
Latvia,2021-08-15,Moderna,225890
Latvia,2021-08-15,Oxford/AstraZeneca,293882
Latvia,2021-08-15,Pfizer/BioNTech,797979
Latvia,2021-08-16,Johnson&Johnson,108565
Latvia,2021-08-16,Moderna,226394
Latvia,2021-08-16,Oxford/AstraZeneca,293902
Latvia,2021-08-16,Pfizer/BioNTech,801930
Latvia,2021-08-17,Johnson&Johnson,108840
Latvia,2021-08-17,Moderna,226808
Latvia,2021-08-17,Oxford/AstraZeneca,293914
Latvia,2021-08-17,Pfizer/BioNTech,806982
Latvia,2021-08-18,Johnson&Johnson,109379
Latvia,2021-08-18,Moderna,227309
Latvia,2021-08-18,Oxford/AstraZeneca,293970
Latvia,2021-08-18,Pfizer/BioNTech,812267
Latvia,2021-08-19,Johnson&Johnson,109732
Latvia,2021-08-19,Moderna,227688
Latvia,2021-08-19,Oxford/AstraZeneca,293976
Latvia,2021-08-19,Pfizer/BioNTech,815912
